10.00   0.8971  3.6583   2.3152 .48757280E-01 .13935235E+00 3.966073e-01 .68359085E+00 .11054019E+01 .21536755E+01 .36514057E+01 .40823808E+01 1.0545566     0.14931   2.531   0.540
10.00   0.8971  3.6587   2.3180 .49043209E-01 .13958775E+00 3.964034e-01 .68240937E+00 .11023516E+01 .21456333E+01 .36337767E+01 .40613858E+01 1.0545893     0.14934   2.526   0.543
10.00   0.8968  3.6603   2.3301 .50089967E-01 .14021004E+00 3.946875e-01 .67617669E+00 .10878071E+01 .21091432E+01 .35563622E+01 .39698654E+01 1.0547488     0.14975   2.506   0.558
10.00   0.8965  3.6614   2.3398 .50647410E-01 .14015048E+00 3.921516e-01 .66961761E+00 .10742447E+01 .20773878E+01 .34923238E+01 .38950401E+01 1.0549117     0.15017   2.493   0.572
10.00   0.8962  3.6622   2.3470 .51045772E-01 .14007490E+00 3.902315e-01 .66474886E+00 .10642792E+01 .20542294E+01 .34458856E+01 .38408654E+01 1.0550789     0.15058   2.483   0.582
10.00   0.8960  3.6628   2.3525 .51332275E-01 .13997794E+00 3.886879e-01 .66093828E+00 .10565815E+01 .20365031E+01 .34105913E+01 .37997663E+01 1.0552495     0.15091   2.475   0.590
10.00   0.8957  3.6634   2.3580 .51608895E-01 .13984884E+00 3.870630e-01 .65700502E+00 .10487150E+01 .20185147E+01 .33749742E+01 .37583514E+01 1.0554229     0.15134   2.468   0.598
10.00   0.8954  3.6640   2.3625 .52018993E-01 .14007420E+00 3.864243e-01 .65475819E+00 .10435636E+01 .20075338E+01 .33511709E+01 .37301302E+01 1.0555992     0.15176   2.462   0.604
10.00   0.8952  3.6644   2.3659 .52242271E-01 .14008479E+00 3.856151e-01 .65261681E+00 .10391154E+01 .19983792E+01 .33322870E+01 .37079785E+01 1.0557841     0.15210   2.457   0.608
10.00   0.8949  3.6649   2.3692 .52641018E-01 .14041291E+00 3.854716e-01 .65141489E+00 .10359150E+01 .19914507E+01 .33162582E+01 .36887384E+01 1.0559664     0.15253   2.452   0.612
10.00   0.8946  3.6653   2.3711 .53038074E-01 .14087693E+00 3.859083e-01 .65138753E+00 .10348464E+01 .19887546E+01 .33082019E+01 .36786600E+01 1.0561447     0.15296   2.448   0.613
10.00   0.8945  3.6654   2.3713 .53177614E-01 .14109873E+00 3.863066e-01 .65186879E+00 .10353550E+01 .19895683E+01 .33086648E+01 .36788960E+01 1.0562356     0.15312   2.447   0.613
10.00   0.8944  3.6654   2.3711 .53189860E-01 .14113122E+00 3.863956e-01 .65201891E+00 .10355935E+01 .19900265E+01 .33094267E+01 .36797432E+01 1.0562724     0.15325   2.447   0.612
10.00   0.8942  3.6654   2.3698 .53337032E-01 .14152172E+00 3.874647e-01 .65382300E+00 .10384589E+01 .19955328E+01 .33185837E+01 .36899247E+01 1.0563988     0.15354   2.447   0.609
10.00   0.8942  3.6654   2.3689 .53447679E-01 .14181531E+00 3.882685e-01 .65517934E+00 .10406131E+01 .19996724E+01 .33254680E+01 .36975794E+01 1.0564420     0.15357   2.447   0.607
10.00   0.8939  3.6652   2.3636 .53758450E-01 .14294095E+00 3.917744e-01 .66148320E+00 .10511451E+01 .20202421E+01 .33614850E+01 .37381934E+01 1.0566202     0.15400   2.449   0.596
10.00   0.8936  3.6647   2.3546 .54018573E-01 .14439117E+00 3.968230e-01 .67099231E+00 .10675775E+01 .20526418E+01 .34200003E+01 .38047114E+01 1.0568005     0.15443   2.454   0.579
10.00   0.8932  3.6638   2.3391 .54422995E-01 .14685601E+00 4.055739e-01 .68761133E+00 .10964723E+01 .21096227E+01 .35234921E+01 .39225378E+01 1.0569886     0.15496   2.464   0.550
10.00   0.8927  3.6616   2.3098 .54379139E-01 .15016234E+00 4.197065e-01 .71624037E+00 .11484581E+01 .22198499E+01 .37297874E+01 .41592409E+01 1.0572245     0.15562   2.490   0.499
10.00   0.8925  3.6610   2.2923 .55565875E-01 .15440512E+00 4.329833e-01 .74022628E+00 .11887261E+01 .23009603E+01 .38723927E+01 .43202804E+01 1.0573268     0.15589   2.498   0.462
10.00   0.8922  3.6590   2.2597 .56296885E-01 .15973388E+00 4.528669e-01 .77890209E+00 .12572516E+01 .24453454E+01 .41379523E+01 .46237959E+01 1.0574684     0.15629   2.523   0.401
10.00   0.8914  3.6542   2.1834 .57875039E-01 .17258346E+00 5.024593e-01 .87703020E+00 .14335373E+01 .28218020E+01 .48387041E+01 .54276424E+01 1.0577039     0.15723   2.584   0.259
