# NAME         ADOPTED                  XSL                   NGSL
X0019V    5369  2.57 -1.58 100.0  5369  2.57 -1.58 ng001V  5013  2.98 -1.99          ChemPec* # XSL (NGSL Teff too low)
X0238V    5384  4.39 -0.63 100.0  5384  4.39 -0.63 ng215V  5335  4.23 -0.59           HighPM* # XSL (good compromise between SB andNGSL)
X0110V    5389  2.53 -1.06 100.0  5389  2.53 -1.06 ng080V  5164  2.83 -1.15           HighPM* # XSL (NGSL corrected Teff too low! SB very similar to XSL)
X0144V    5316  1.72 -0.01 100.0  5389  1.13 -0.09      0     0  0.00  0.00              Star # Luck2014AJ....147..137L
X0223V    5457  4.40  0.30 100.0  5412  4.34  0.31      0     0  0.00  0.00           HighPM* # SB (XSL very similar to SB) 
X0050V    5427  0.89 -0.30 100.0  5427  0.89 -0.30      0     0  0.00  0.00          YellowSG # XSL (clearly better than SB)
X0407V    5294  2.85 -2.70 100.0  5435  3.24 -2.65      0     0  0.00  0.00          ChemPec* # SB 
X0290V    5706  4.43 -1.21 100.0  5706  4.43 -1.21 ng281V  5754  4.35 -1.20                ** # XSL (similar to NGSL, SB T too low)
X0360V    5514  3.25  0.02 100.0  5708  3.74  0.19 ng343V  5514  3.25  0.02              Star # NGSL (SB Teff even lower than NGSL)
X0405V    5725  3.39 -3.92 100.0  5729  3.59 -2.61      0     0  0.00  0.00          ChemPec* # YOON2016ApJ...833...20Y (F very low)
X0032V    5763  4.09 -1.97 100.0  5763  4.09 -1.97 ng005V  5518  3.68 -2.01           HighPM* # XSL (logg in between SB and NGSL)
X0171V    5582  1.54 -0.07 100.0  5799  1.18  0.06      0     0  0.00  0.00              Star # Luck2014AJ....147..137L
X0081V    5805  4.20 -1.39 100.0  5805  4.20 -1.39 ng028V  5780  4.21 -1.32           HighPM* # XSL
