m0935V   4092.1   0.10  -1.42    87.8  0.250  0.250   0
m0065V   4153.0   1.47  -0.25   229.4  0.170  0.170   1
m0277V   4105.8   1.19  -0.48   291.9  0.200  0.200   0
m0358V   4308.0   1.00  -1.30   199.5  0.230  0.230   1
m0916V   4065.0   0.40  -1.60    82.4  0.230  0.230   1
m0055V   4345.0   1.50  -0.80    10.0  0.580  0.580   1
m0404V   4211.2   2.13  -0.55    10.0  0.270  0.270   0
m0917V   4211.3   0.10  -1.27    68.2  0.160  0.160   0
m0736V   4303.0   0.72  -1.75   216.6  0.650  0.650   1
m0457V   4210.0   1.51  -0.87   269.8  0.210  0.210   1
m0620V   4244.0   1.94  -0.08   271.4  0.200  0.200   1
m0874V   4288.0   1.87  -0.66   192.1  0.260  0.260   1
m0201V   4239.5   1.48  -0.57   230.8  0.360  0.360   0
m0357V   4266.0   1.91  -0.06   297.9  0.140  0.140   1
m0600V   4224.0   0.32  -0.92   190.7  0.420  0.420   1
m0289V   4319.0   1.98  -0.42   245.8  0.130  0.130   1
m0276V   4500.0   0.20   0.17   278.6 -0.070 -0.070   1
m0472V   4408.0   4.50  -0.20   184.9  0.210  0.210   1
m0332V   4441.0   2.04  -0.53   160.2  0.450  0.450   1
m0830V   4328.0   1.63  -0.44   179.4  0.200  0.200   1
m0130V   4316.0   1.30  -0.90   164.9  0.250  0.250   1
m0499V   4428.0   2.44   0.26   179.4  0.200  0.200   1
m0667V   4477.0   2.42   0.00   190.6  0.200  0.200   1
m0677V   4406.0   2.07  -0.45   222.3  0.200  0.200   1
m0181V   4201.0   1.71   0.01   222.3 -0.030 -0.030   1
m0924V   4155.0   0.64  -1.57    82.6  0.600  0.600   1
m0321V   4311.0   2.17  -0.06   193.4  0.200  0.200   1
m0827V   4151.0   0.77   0.07   342.2  0.060  0.060   1
m0238V   4307.8   1.58  -0.41   227.2  0.210  0.210   0
m0915V   4271.0   0.72  -1.43    10.0  0.380  0.380   1
m0918V   4323.0   1.80  -0.59   215.6  0.170  0.170   1
m0116V   4505.0   2.53   0.09   224.9  0.200  0.200   1
m0648V   4531.0   2.50   0.01   246.8  0.200  0.200   1
m0420V   4365.0   2.21   0.19   252.5 -0.060 -0.060   1
m0728V   4506.0   2.50   0.05   243.7  0.200  0.200   1
m0245V   4425.0   2.36   0.08   247.7  0.050  0.050   1
m0447V   4479.0   2.00   0.15   213.0  0.140  0.140   1
m0937V   4365.8   0.14  -2.11   110.2  0.550  0.550   0
m0167V   4246.0   1.53   0.04   274.4  0.120  0.120   1
m0845V   4418.0   2.20  -0.55   320.9  0.260  0.260   1
m0897V   4381.1   0.10  -0.78    77.0  0.160  0.160   0
m0382V   4418.0   1.85  -0.43   329.2  0.140  0.140   1
m0654V   4383.0   1.80  -0.22   282.4  0.140  0.140   1
m0505V   4206.0   0.22  -1.86   126.2  0.530  0.530   1
m0719V   4490.0   2.77   0.00   247.4  0.230  0.230   1
m0189V   4382.0   2.01  -0.52   331.1  0.150  0.150   1
m0114V   4364.0   1.82   0.04   203.2  0.020  0.020   1
m0051V   4401.0   1.18  -0.86   204.7  0.250  0.250   1
m0366V   4484.0   2.37   0.27   264.1 -0.060 -0.060   1
m0657V   4449.0   1.26  -2.15   219.9  0.550  0.550   1
m0048V   4525.0   2.44   0.05   207.5  0.110  0.110   1
m0554V   4536.0   2.67   0.11   302.6  0.100  0.100   1
m0142V   4362.0   0.98  -2.07   180.4  0.400  0.400   1
m0019V   4178.0   0.42  -1.91   188.1  0.160  0.160   1
m0418V   4366.0   1.70  -0.45   334.9  0.140  0.140   1
m0455V   4398.0   1.91   0.22    10.0  0.200  0.200   1
m0642V   4560.0   2.37   0.06   197.2  0.020  0.020   1
m0712V   4506.0   2.23  -0.27   532.2  0.180  0.180   1
m0755V   4460.9   1.74  -0.59   210.1  0.380  0.380   0
m0228V   4411.0   0.78   0.10   232.2  0.170  0.170   1
m0047V   4589.0   2.58   0.09   495.2  0.080  0.080   1
m0538V   4297.0   0.90  -1.39    80.8  0.340  0.340   1
m0546V   4495.0   2.48   0.02    10.0  0.200  0.200   1
m0223V   4479.0   0.77   0.10   233.2  0.150  0.150   1
m0697V   4484.0   0.00  -0.55   320.1  0.270  0.270   1
m0795V   4519.0   2.22   0.09   174.8  0.030  0.030   1
m0893V   4642.0   2.73   0.10   209.9  0.170  0.170   1
m0215V   4552.0   2.16   0.06   364.9  0.170  0.170   1
m0923V   4514.3   0.60  -1.49    57.5  0.560  0.560   0
m0460V   4610.0   2.57   0.02   190.0  0.200  0.200   1
m0098V   4661.0   2.59   0.08   201.5  0.200  0.200   1
m0033V   4523.3   1.96  -0.46   214.3  0.370  0.370   0
m0832V   4625.0   2.57  -0.27   180.9  0.210  0.210   1
m0041V   4570.0   2.45  -0.31   205.2  0.100  0.100   1
m0229V   4486.0   1.96  -0.23   192.6  0.090  0.090   1
m0851V   4500.0   2.67   0.03   202.7  0.110  0.110   1
m0302V   4525.0   2.05  -0.05   262.4  0.100  0.100   1
m0616V   4660.0   2.57   0.02   135.0  0.120  0.120   1
m0867V   4665.0   2.55  -0.03   452.4  0.080  0.080   1
